_id,objectType,broadPeriod,description,inscription,mintName,district,parish,lat,lng,fromDate,toDate,imageURL,discoveryMethod,subsequently
ObjectId(57da611885c5eb0da62cb3fa),PIPE TAMPER,POST MEDIEVAL,"A copper alloy signet seal ring combined with a pipe tamper. The finger ring element  is incomplete. The hoop is oval in section and the pipe tamper projects from the apex of the hoop. The pipe tamper is integral to the hoop and appears to be in the form of a leg and foot. A transverse groove at the rear of the leg may represent the bend at the back of the knee. Below this the leg widens slightly forming the calf. The foot is incomplete due to recent damage. The base of the foot is slightly concave.  The object has a dark brown patina and is in poor condition.

The two artefacts; finger ring and pipe tamper, were often combined in the 17th century, as gentlemen would apparently often lose their pipe tamper having had too much to drink. With such an artefact the user could wear his ring and conceal the tamper until needed (SUSS-373EA5).

Complete examples which can be found on the database is Oakden, V (2014) LVPL-A563A1: A POST MEDIEVAL PIPE TAMPER Web page available at: https://finds.org.uk/database/artefacts/record/id/598473 and Bloom, C (2013) SWYOR-D0A4F1: A POST MEDIEVAL PIPE TAMPER Web page available at: https://finds.org.uk/database/artefacts/record/id/544982.

Dimensions: 26.05mm in length, 16.19mm in width, 17.16mm thick, 4.9g",,,Leeds,,,,1600,,https://finds.org.uk/images/voakden/medium/LVPL5C688B.JPG,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3fb),UNIDENTIFIED OBJECT,POST MEDIEVAL,"A copper alloy Post Medieval Unidentified object; a lathe turned finial probably dating from about AD 1500 - 1800. The finial is circular in cross-section and is baluster shaped with circumferential grooves on the disc at one end, then a deep concave collar, a rounded bead moulding, a flaring angular bead, another deep curved hollow and a terminal disc. Faint circumferential striations on all areas suggest that it was lathe turned. The object appears to be complete, but at the end with the thinner terminal disc, there is a very slightly raised circle of metal on the base which may indicate that it has been cut from a larger object. The object has a very smooth and glossy patina with little wear or corrosion, supporting a fairly recent date. It is 26.7mm long and 13.8mm in diameter. 22.96g.

Possible uses include as a pipe tamper, a knop from a knife or spoon (perhaps it is too heavy though), or a handle from a seal matrix as well as many other possibilities.",,,Bradford,Keighley,53.87415733,-1.89501892,1500,,https://finds.org.uk/images/acooper/medium/PAS_2519_finial.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3fc),PIPE (SMOKING),POST MEDIEVAL,"An incomplete clay pipe bowl dating to the period AD 1645-1665. The object is composed of a slightly fragmented bowl with an almost complete flat base, the stem is missing due to an old break.  There is a small amount of decoration around the rim of the bowl consisting of a repeating, short linear pattern. The lines are oriented vertically and repeat circumfrentially around the bowl. It weighs 11.6g and measures 36.7mm in length with a diameter of 15.11mm.",,,County Durham,,54.76310245,-1.55083791,1645,,https://finds.org.uk/images/elliecox/medium/DURB40926.jpg,Chance find during metal detecting,Returned to finder
ObjectId(57da611885c5eb0da62cb3fd),PIPE (SMOKING),POST MEDIEVAL,"1. An incomplete clay pipe bowl dating from 1670-1710 with a flat base.  There is no evidence of decoration.  It weighs 10.6g and measures 37.25mm in length with a diameter of 13.05mm.
2. An incomplete clay pipe bowl dating from 1645-1665 with a single line of decoration.  It weighs 7.9g and measures 30.71mm in length with a diameter of 13.46mm.
3. An incomplete clay pipe bowl with no base dating from 1645-1665 with a single line of decoration. It weighs 8.6g and measures 28.61mm in length with a diameter of 14.11mm.
4. An incomplete clay pipe bowl with no evidence of a base or decoration dating from 1600-1640.  It weighs 4.8g and measures 26.58mm in length with a diameter of 15.22mm.
5. An incomplete clay pipe bowl with a flat base and a single band of decoration dating from 1650-1690.  It weighs 12.5g and measures 31.30mm in length with a diameter of 15.17mm.
6. An incomplete clay pipe bowl with no evidence for a base of unknown date.  It weighs 9.6g and measures 22.90mm in length with a diameter of 12.74mm.
7. An incomplete clay pipe bowl with no evidence of decoration dating from 1670-1710.  It weighs 8.0g and measures 33.62mm in length with a diameter of 13.60mm.
8. An incomplete clay pipe bowl with a single band of decoration round the rim and a flat base dating from 1650-1690.  It weighs 11.1g and measures 40.65mm in length with a diameter of 14.40mm.
9. An incomplete clay pipe bowl of uncertain date (AD1600-1800).  It weighs 13.8g and measures 35.35mm in length with a diameter of 13.90mm.
10. An incomplete clay pipe bowl with a flat base and a single line of decoration dating from 1640-1670.  It weighs 9.9g and measures 32.42mm in length with a diameter of 13.08mm.
11. An incomplete clay pipe bowl with a flat base dating from 1650-1690.  It weighs 11.9g and measures 34.41mm in length with a diameter of 14.35mm.
12. An incomplete clay pipe bowl with evidence for a pointed base dating from 1670-1690.  It weighs 11g and measures 38.81mm in length with a diameter of 17.00mm.",,,County Durham,,54.76310245,-1.55083791,1600,,https://finds.org.uk/images/elliecox/medium/DURB3EFE6.jpg,Chance find during metal detecting,Returned to finder
ObjectId(57da611885c5eb0da62cb3fe),PIPE TAMPER,POST MEDIEVAL,"Post Medieval copper alloy pipe tamper 43mm long, 11 mm in diameter (terminals) and 6mm thick. The object consists of two flat circular terminals joined by a shaft formed of two elongated pyramids (narrow ends under terminals) with a raised collar where they join in the centre.",,,Harborough,Shawell,52.40644836,-1.22234104,1600,,https://finds.org.uk/images/wscott/medium/LEIC9B84FE.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb3ff),CLAY PIPE (SMOKING),POST MEDIEVAL,"A fragment of post Medieval (probable 17th Century) clay pipe (tobacco smoking). It has been moulded from a white pipe-clay and is undecorated.  The fragment is 237.0mm long terminating in historic breaks at each end.



length 237.0mm, diameter 10.87mm, internal bore diameter 2.18mm

Weight 26.89g",,,Tower Hamlets,,,,1500,,https://finds.org.uk/images/smokedkelpie/medium/47BF11.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb400),CLAY PIPE (SMOKING),POST MEDIEVAL,"A complete Post Medieval (of probable 17th Century) moulded clay tobacco pipe.  The clay tobacco pipe has been moulded from a white pipe-clay, consisting of a complete sub-circular bowl with a spurred foot at the base where the stem turns at approx.135o angle.  The bowl is undecorated and there appears to be a maker's mark 'P' on one side of the foot and possibly an 'anchor' on the other.  The rim of the bowl is plain and intact. The stem is 209mm long from the foot terminating in an historic break.

Stem diameter 9.57mm, surviving length 209.0mm, internal bore diameter 2.13mm

Bowl maximum diameter 21.77mm, height 45.61mm, wall thickness 2.42mm (average)

Foot diameter 9.03mm, height 3.12mm

Overall length 218mm

Weight 30g.",,,Tower Hamlets,,,,1500,,https://finds.org.uk/images/smokedkelpie/medium/462de2d.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb401),PIPE (SMOKING),POST MEDIEVAL,"A cast copper-alloy pipe tamper combined with signet ring, of Post-Medieval date. The finger ring has an oval bezel which would have borne a seal inscription though this is not legible. At the opposite side of the band to the bezel is the integral pipe tamper. This has a circular knop flaring to a double collar followed by a circular conical shaft. The design is not unlike the cascabel of a cannon. It is possible that the end of the tamper is missing. The entire object has a dark brown. The length is 82mm, the width is 28mm and the weight 22.86g",,,East Riding of Yorkshire,South Cave,53.76723149,-0.60573617,1600,,https://finds.org.uk/images/snoon/medium/LANCUM1E0A62.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb402),PIPE TAMPER,POST MEDIEVAL,"Post-Medieval, cast, copper-alloy pipe tamper. The object consists of a circular sectioned conical shaft. The shaft is flanged outwards towards the base and is decorated with transverse ridges. It is probable that the narrower end has snapped, with the remainder missing. Suggested date: Post-Medieval: 1700-1800. Many examples are recorded, for a similar example see NLM-874985.

The length is 30mm, the width is 14mm, diameter 16mm and the weight 11.05g.",,,South Oxfordshire,Thame,51.7482077,-0.97295533,1700,,https://finds.org.uk/images/snoon/medium/LANCUM0C032A.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb403),PIPE TAMPER,MODERN,"A complete copper alloy pipe tamper, depicting a soldier, of Modern dating (AD 1900 to AD 2000).

The tamper depicts a soldier in military uniform, smoking a pipe. He has an axe under his arm, and a pistol tucked into his belt. He is wearing a wide brimmed hat. The soldier is standing on a reel base (two circles with a narrowed concave section between them). The tamper base is circular.

The tamper measures 68.0 mm in height, 18.4 mm wide and 11.1 mm thick. It weighs 32.8 g.

The tamper is a mid green to brown colour, with an uneven surface patina. Abrasion, caused by movement whilst within the plough soil, has resulted in a loss of some of the original surface detail.

A similar pipe tamper has been recorded on the PAS database as HAMP3843 and has been dated to the Modern period (AD 1900 to AD 2000).",,,Lichfield,Harlaston,52.68732456,-1.70556159,1900,,https://finds.org.uk/images/tgilmore/medium/WMID2404A3.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb404),PIPE TAMPER,POST MEDIEVAL,"Copper alloy pipe tamper. Cast tamper with the upper terminal of a collared baluster shaped handle formed as a hand grasping the middle of the stem of a long-stemmed 'churchwarden' clay pipe. The bowl is of the conical form typical of the 18th century. One end of the stem, towards the mouthpiece, is now bent downwards. Suggested date: Post-Medieval, 1725-1775.

Height (as used and found): 48.8mm, Width: 78.9mm, Diameter (at tamper): 12.7mm, Weight: 37.01gms.",,,North Lincolnshire,,,,1725,,https://finds.org.uk/images/mforeman/medium/NLM28484.jpg,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb405),PIPE TAMPER,POST MEDIEVAL,"A Post Medieval copper alloy pipe tamper with an integral finger ring. The ring, which is now distorted, has either a plain or a very worn bezel. The tamper is long, tapering and cylindrical.",,,Guildford,Worplesdon,51.27706795,-0.6250687,1650,,https://finds.org.uk/images/margaretb/medium/15501.JPG,Metal detector,Returned to finder
ObjectId(57da611885c5eb0da62cb406),CLAY PIPE (SMOKING),POST MEDIEVAL,"A bowl fragment of a Post Medieval clay tobacco pipe dating to the 17th to 19th centuries. The fragment consists of a portion of the bowl rim and the body of the bowl. The outer surface is decorated with a face, with eyes, nose and a straight mouth depicted when the rim is upright. When upside down the face changes and has another frowning mouth which borders the bowl rim. It seems likely the this decoration had an intended comedic value, with different faces noticeable when the pipe was being used or cleaned. The reverse of the fragment has a vertical hollow, which formed the bowl of the pipe. Overall the object is very worn and the broken edges are smooth and rounded.

Due to the fragmentary nature of this pipe bowl, it is very difficult to assign a narrower date range. The fragment measures 23.0 mm in height, 17.9 mm wide, 7.4 mm thick and weighs 3.19 g.",,,Tower Hamlets,St. Katharine's and Wapping,51.49407113,-0.07113608,1600,,https://finds.org.uk/images/cchestnutt/medium/KENT62F346.jpg,Metal detector,Returned to finder
